id	Kanji	Strokes	Grade	Kanji_Classification	JLPT-test	Name_of_Radical	Radical_Freq	#_of_On	#_of_Meanings_of_On	#_of_Meanings_of_Kun	Year_of_Inclusion	Kanji_Frequency_with_Proper_Nouns	Kanji_Frequency_without_Proper_Nouns	Symmetry
563	虎	8	7	象形_Pictographic	1	Toragashira	5	1	2	2	2010	5877	2832	S
564	孤	9	7	形声_Phonetic	1	Ko_Kohen	9	1	1	0	1981	11667	11659	R
565	弧	9	7	形声_Phonetic	1	Yumi_Yumihen	11	1	3	0	1981	424	424	
566	故	9	5	会意_Com_Ideographic	1	Nobun	16	1	3	3	1981	87940	87940	R
567	枯	9	7	形声_Phonetic	2	Ki_Kihen	85	1	6	9	1981	3373	3373	R
568	個	10	5	形声_Phonetic	2	Hito_Ninben_Hitoyane	104	1	2	0	1981	103506	103488	S
569	庫	10	3	会意_Com_Ideographic	2	Madare	17	2	1	0	1981	51789	27077	P
570	湖	12	3	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	1	1	1981	16688	5672	R
571	雇	12	7	形声_Phonetic	2	Furutori	9	1	2	2	1981	32647	32647	S
572	誇	13	7	形声_Phonetic	1	Gon_Gonben	68	1	2	2	1981	14394	14394	
573	鼓	13	7	会意_Com_Ideographic	1	Tsuzumi	1	1	1	1	1981	3838	3832	S
574	錮	16	7	形声_Phonetic	0	Kane_Kanehen	33	1	1	0	2010	27	27	
575	顧	21	7	会意_Com_Ideographic	1	Oogai	22	1	6	6	1981	25207	25205	S
576	五	4	1	仮借_Loan	5	Ni	6	1	1	2	1981	166108	149703	R
577	互	4	7	象形_Pictographic	3	Ni	6	1	3	3	1981	22660	22648	S
578	午	4	2	象形_Pictographic	5	Juu	11	1	2	0	1981	175292	175250	S
579	呉	7	7	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	2	0	1981	5540	671	
580	後	9	2	会意_Com_Ideographic	5	Gyooninben	19	2	3	21	1981	748246	734183	R
581	娯	10	7	形声_Phonetic	1	Onna_Onnahen	36	1	1	0	1981	2725	2725	
582	悟	10	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	7	7	1981	12331	7152	S
583	碁	13	7	形声_Phonetic	1	Ishi_Ishihen	16	1	1	0	1981	20315	20311	S
584	語	14	2	形声_Phonetic	5	Gon_Gonben	68	1	4	10	1981	191480	189717	P
585	誤	14	6	形声_Phonetic	3	Gon_Gonben	68	1	4	4	1981	26573	26573	R
586	護	20	5	形声_Phonetic	1	Gon_Gonben	68	1	8	3	1981	145034	137410	S
587	口	3	1	象形_Pictographic	4	Kuchi_Kuchihen	70	2	1	26	1981	200300	113613	S
588	工	3	2	象形_Pictographic	4	E_Takumihen	4	2	4	0	1981	175531	134455	S
589	公	4	2	象形_Pictographic	4	Hachi	8	1	4	5	1981	380111	328700	R
590	勾	4	7	会意_Com_Ideographic	0	Tsutsumigamae	3	1	1	0	2010	281	280	
591	孔	4	7	象形_Pictographic	1	Ko_Kohen	9	1	17	0	1981	1630	1098	S
592	功	5	4	形声_Phonetic	1	Chikara	23	2	7	0	1981	36808	31135	S
593	巧	5	7	形声_Phonetic	1	E_Takumihen	4	1	1	2	1981	7473	6536	S
594	広	5	2	形声_Phonetic	4	Madare	17	1	3	27	1981	229871	146056	R
595	甲	5	7	象形_Pictographic	1	Ta_Tahen	19	2	9	0	1981	30085	5102	S
596	交	6	2	象形_Pictographic	3	Nabebuta	5	1	3	18	1981	364208	354159	R
597	光	6	2	会意_Com_Ideographic	3	Hitoashi	9	1	1	16	1981	115368	68528	S
598	向	6	3	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	1	8	21	1981	249990	244750	P
599	后	6	6	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	4	0	1981	4260	4180	
600	好	6	4	会意_Com_Ideographic	3	Onna_Onnahen	36	1	2	3	1981	114754	110530	R
601	江	6	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	69216	3292	
602	考	6	2	形声_Phonetic	4	Oikanmuri	3	1	4	19	1981	207299	207066	S
603	行	6	2	象形_Pictographic	5	Gyoogamae	6	3	7	10	1981	750313	708761	P
604	坑	7	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	2	0	1981	629	629	S
605	孝	7	6	会意_Com_Ideographic	1	Ko_Kohen	9	1	1	0	1981	29923	2470	S
606	抗	7	7	形声_Phonetic	1	Tehen	89	1	4	0	1981	62518	62518	S
607	攻	7	7	会意_Com_Ideographic	1	Nobun	16	1	2	2	1981	91144	90407	S
608	更	7	7	会意_Com_Ideographic	3	Hirabi	8	1	1	7	1981	49407	47766	S
609	効	8	5	会意_Com_Ideographic	2	Chikara	23	1	6	1	1981	91013	91013	S
610	幸	8	3	象形_Pictographic	3	Ichijuu	5	1	2	4	1981	66427	22368	S
611	拘	8	7	形声_Phonetic	1	Tehen	89	1	2	0	1981	18534	18534	R
612	肯	8	7	象形_Pictographic	2	Niku_Nikuzuki	44	1	4	0	1981	2236	2236	
613	侯	9	7	会意_Com_Ideographic	1	Hito_Ninben_Hitoyane	104	1	3	0	1981	374	285	
614	厚	9	5	会意_Com_Ideographic	2	Gandare	4	1	2	3	1981	68054	47396	R
615	恒	9	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	1	0	1981	10884	5499	R
616	洪	9	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	0	1981	3102	1985	
617	皇	9	6	象形_Pictographic	1	Shiro	5	2	1	0	1981	43267	36432	R
618	紅	9	6	形声_Phonetic	2	Ito_Itohen	63	2	1	6	1981	11522	8523	S
619	荒	9	7	形声_Phonetic	2	Kusakanmuri	47	1	7	12	1981	27378	11773	R
620	郊	9	7	形声_Phonetic	2	Oozato	12	1	2	0	1981	10881	10831	
621	香	9	7	会意_Com_Ideographic	2	Kaori	1	2	2	8	1981	60014	17861	S
622	候	10	4	形声_Phonetic	3	Hito_Ninben_Hitoyane	104	1	2	1	1981	82458	82442	P
623	校	10	1	形声_Phonetic	5	Ki_Kihen	85	1	5	0	1981	226338	224878	S
624	耕	10	5	形声_Phonetic	2	Sukihen	2	1	2	2	1981	10920	3267	S
625	航	10	4	形声_Phonetic	2	Fune_Funehen	8	1	2	0	1981	56626	44534	S
626	貢	10	7	形声_Phonetic	1	Kai_Kaihen	35	2	1	2	1981	16232	15628	S
627	降	10	6	会意_Com_Ideographic	3	Kozatohen	31	1	2	24	1981	85507	85361	R
628	高	10	2	会意_Com_Ideographic	5	Takai	1	1	1	32	1981	666356	510050	R
629	康	11	4	会意_Com_Ideographic	1	Madare	17	1	1	0	1981	68468	30235	
630	控	11	7	形声_Phonetic	1	Tehen	89	1	10	5	1981	32818	32818	
631	梗	11	7	形声_Phonetic	0	Ki_Kihen	85	1	2	0	2010	2201	2173	
632	黄	11	2	象形_Pictographic	2	Ki_Kiiro	1	2	1	3	1981	14802	11977	R
633	喉	12	7	形声_Phonetic	0	Kuchi_Kuchihen	70	1	2	2	2010	510	510	
634	慌	12	7	形声_Phonetic	0	Kokoro_Risshinben_Shitagokoro	76	1	4	7	1981	3072	3072	
635	港	12	3	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	72472	34382	P
636	硬	12	7	形声_Phonetic	2	Ishi_Ishihen	16	1	17	17	1981	18594	18576	R
637	絞	12	7	形声_Phonetic	1	Ito_Itohen	63	1	3	10	1981	13210	13210	
638	項	12	7	形声_Phonetic	1	Oogai	22	1	5	0	1981	24559	24342	P
639	溝	13	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	4	7	1981	6312	3767	S
640	鉱	13	5	形声_Phonetic	2	Kane_Kanehen	33	1	1	0	1981	8258	7273	S
641	構	14	5	形声_Phonetic	3	Ki_Kihen	85	1	9	18	1981	121750	120598	S
642	綱	14	7	形声_Phonetic	1	Ito_Itohen	63	1	1	7	1981	22810	21849	S
643	酵	14	7	形声_Phonetic	1	Tori_Torihen	14	1	1	0	1981	3771	3006	
644	稿	15	7	形声_Phonetic	1	Nogi_Nogihen	23	1	4	0	1981	10591	10591	P
645	興	16	5	会意_Com_Ideographic	1	Usu	2	2	3	5	1981	66165	58071	S
646	衡	16	7	会意_Com_Ideographic	1	Gyoogamae	6	1	2	0	1981	3278	3209	S
647	鋼	16	6	形声_Phonetic	1	Kane_Kanehen	33	1	1	1	1981	12861	8785	S
648	講	17	5	形声_Phonetic	2	Gon_Gonben	68	1	3	0	1981	56715	50593	S
649	購	17	7	形声_Phonetic	1	Kai_Kaihen	35	1	1	0	1981	24402	24402	
650	乞	3	7	象形_Pictographic	0	Otsu_Otsunyoo	7	0	0	6	2010	273	252	
651	号	5	3	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	1	5	0	1981	75923	75594	P
652	合	6	2	象形_Pictographic	3	Kuchi_Kuchihen	70	3	1	19	1981	727812	706173	S
653	拷	9	7	形声_Phonetic	1	Tehen	89	1	2	0	1981	1200	1200	
654	剛	10	7	会意_Com_Ideographic	1	Katana_Rittoo	32	1	1	0	1981	17299	2501	R
655	傲	13	7	形声_Phonetic	0	Hito_Ninben_Hitoyane	104	1	1	0	2010	308	308	
656	豪	14	7	形声_Phonetic	1	Inoko	3	1	3	0	1981	31718	15193	R
657	克	7	7	象形_Pictographic	1	Hitoashi	9	1	4	0	1981	22580	6399	S
658	告	7	4	象形_Pictographic	3	Kuchi_Kuchihen	70	1	6	6	1981	232580	232497	P
659	谷	7	2	象形_Pictographic	2	Tani	1	1	5	5	1981	146721	9885	S
660	刻	8	6	形声_Phonetic	3	Katana_Rittoo	32	1	4	8	1981	34101	34075	P
661	国	8	2	会意_Com_Ideographic	5	Kunigamae	12	1	1	5	1981	1703390	1122135	S
662	黒	11	2	会意_Com_Ideographic	4	Kuro	2	1	2	5	1981	87276	64560	R
663	穀	14	6	形声_Phonetic	1	Nogi_Nogihen	23	1	2	0	1981	2738	2452	S
664	酷	14	7	形声_Phonetic	1	Tori_Torihen	14	1	2	0	1981	6166	6166	S
665	獄	14	7	会意_Com_Ideographic	1	Inu_Kemonohen	17	1	2	0	1981	4149	4109	S
666	骨	10	6	会意_Com_Ideographic	2	Hone_Honehen	3	1	3	8	1981	34407	34358	P
667	駒	15	7	形声_Phonetic	1	Uma_Umahen	11	0	0	6	2010	16605	5299	
668	込	5	7	国字_Original	3	Shinnyoo	51	0	0	6	1981	226062	224779	P
669	頃	11	7	会意_Com_Ideographic	0	Oogai	22	0	0	3	2010	1927	1872	P
670	今	4	2	仮借_Loan	5	Hito_Ninben_Hitoyane	104	2	4	6	1981	538441	521143	R
671	困	7	6	象形_Pictographic	3	Kunigamae	12	1	5	5	1981	35845	35845	R
672	昆	8	7	象形_Pictographic	1	Nichi_Nichihen	38	1	2	0	1981	2808	2324	
673	恨	9	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	2	4	1981	3306	3305	P
674	根	10	3	形声_Phonetic	2	Ki_Kihen	85	1	4	6	1981	82891	49884	S
675	婚	11	7	形声_Phonetic	3	Onna_Onnahen	36	1	1	0	1981	34501	34500	S
676	混	11	5	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	5	8	1981	36692	36692	R
677	痕	11	7	形声_Phonetic	0	Yamaidare	15	1	2	2	2010	2614	2614	P
678	紺	11	7	形声_Phonetic	1	Ito_Itohen	63	1	2	0	1981	1816	1232	S
679	魂	14	7	会意_Com_Ideographic	1	Oni_Kinyoo	4	1	2	2	1981	5312	5312	P
680	墾	16	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	1	0	1981	175	175	
681	懇	17	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	4	4	1981	10633	10631	R
682	左	5	1	会意_Com_Ideographic	5	E_Takumihen	4	1	2	3	1981	102910	100234	R
683	佐	7	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	1	0	1981	125737	12920	S
684	沙	7	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	1	0	2010	5326	2200	R
685	査	9	5	形声_Phonetic	2	Ki_Kihen	85	1	1	0	1981	269288	267111	P
686	砂	9	6	形声_Phonetic	2	Ishi_Ishihen	16	2	1	1	1981	20553	14833	R
687	唆	10	7	形声_Phonetic	1	Kuchi_Kuchihen	70	1	4	1	1981	9869	9869	
688	差	10	4	形声_Phonetic	3	E_Takumihen	4	1	6	12	1981	101311	101178	P
689	詐	12	7	形声_Phonetic	1	Gon_Gonben	68	1	6	0	1981	14705	14705	R
690	鎖	18	7	形声_Phonetic	1	Kane_Kanehen	33	1	3	3	1981	13639	13619	S
691	座	10	6	形声_Phonetic	3	Madare	17	1	11	3	1981	79240	59674	P
692	挫	10	7	形声_Phonetic	0	Tehen	89	1	7	0	2010	3282	3282	
693	才	3	2	象形_Pictographic	3	Tehen	89	1	15	0	1981	10298	9723	S
694	再	6	5	象形_Pictographic	2	Doogamae	3	2	2	2	1981	207701	207615	R
695	災	7	5	会意_Com_Ideographic	1	Hi_Hihen_Renga	26	1	5	5	1981	58886	56316	S
696	妻	8	5	象形_Pictographic	3	Onna_Onnahen	36	1	1	2	1981	53436	51669	P
697	采	8	7	会意_Com_Ideographic	1	Nogome	2	1	3	0	2010	799	799	S
698	砕	9	7	形声_Phonetic	1	Ishi_Ishihen	16	1	6	10	1981	3211	3206	S
699	宰	10	7	会意_Com_Ideographic	1	Ukanmuri	36	1	2	0	1981	6346	3924	
700	栽	10	7	形声_Phonetic	1	Ki_Kihen	85	1	1	0	1981	6341	6316	
701	彩	11	7	形声_Phonetic	1	Sanzukuri	5	1	3	3	1981	17633	14565	P
702	採	11	5	形声_Phonetic	2	Tehen	89	1	41	41	1981	55808	55801	R
703	済	11	6	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	5	8	1981	193637	187620	S
704	祭	11	3	会意_Com_Ideographic	2	Shimesu_Shimesuhen	15	1	5	7	1981	23729	22405	S
705	斎	11	7	会意_Com_Ideographic	1	Sei	2	1	2	0	1981	19817	2778	S
706	細	11	2	形声_Phonetic	2	Ito_Itohen	63	1	2	16	1981	60103	48478	R
707	菜	11	4	形声_Phonetic	2	Kusakanmuri	47	1	3	3	1981	19424	17168	P
708	最	12	4	会意_Com_Ideographic	3	Hirabi	8	1	1	1	1981	428924	412739	R
709	裁	12	6	形声_Phonetic	1	Koromo_Koromohen	21	1	1	9	1981	187046	172776	S
710	債	13	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	2	0	1981	56470	55602	S
711	催	13	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	6	6	1981	85745	85744	S
712	塞	13	7	会意_Com_Ideographic	0	Tsuchi_Tsuchihen	50	2	7	13	2010	3791	3791	P
713	歳	13	7	象形_Pictographic	3	Tomeru	6	2	7	0	1981	224298	223080	S
714	載	13	7	形声_Phonetic	1	Kuruma_Kurumahen	15	1	12	20	1981	59771	59741	P
715	際	14	5	会意_Com_Ideographic	3	Kozatohen	31	1	3	3	1981	211527	204626	P
716	埼	11	7	形声_Phonetic	0	Tsuchi_Tsuchihen	50	0	0	1	2010	40496	911	
717	在	6	5	会意_Com_Ideographic	3	Tsuchi_Tsuchihen	50	1	3	11	1981	307776	307010	S
718	材	7	4	形声_Phonetic	2	Ki_Kihen	85	1	6	0	1981	87856	87744	P
719	剤	10	7	会意_Com_Ideographic	1	Katana_Rittoo	32	1	3	0	1981	25141	25090	P
720	財	10	5	形声_Phonetic	3	Kai_Kaihen	35	2	4	0	1981	130034	117905	S
721	罪	13	5	会意_Com_Ideographic	3	Amigashira	7	1	7	7	1981	80769	80769	P
722	崎	11	7	形声_Phonetic	1	Yama_Yamahen	16	0	0	3	1981	150430	1923	
723	作	7	2	形声_Phonetic	4	Hito_Ninben_Hitoyane	104	2	5	17	1981	513294	500901	P
724	削	9	7	会意_Com_Ideographic	1	Katana_Rittoo	32	1	9	9	1981	52954	52785	S
725	昨	9	4	形声_Phonetic	3	Nichi_Nichihen	38	1	3	0	1981	173067	173067	R
726	柵	9	7	形声_Phonetic	0	Ki_Kihen	85	1	3	0	2010	711	604	
727	索	10	7	象形_Pictographic	1	Ito_Itohen	63	1	2	0	1981	22997	22995	S
728	策	12	6	形声_Phonetic	1	Take_Takekanmuri	24	1	6	0	1981	216934	216864	P
729	酢	12	7	形声_Phonetic	1	Tori_Torihen	14	1	1	1	1981	2741	2737	S
730	搾	13	7	形声_Phonetic	1	Tehen	89	1	8	8	1981	952	952	
731	錯	16	7	形声_Phonetic	1	Kane_Kanehen	33	1	2	0	1981	4961	4961	S
732	咲	9	7	形声_Phonetic	2	Kuchi_Kuchihen	70	0	0	2	1981	10457	8096	
733	冊	5	6	象形_Pictographic	2	Doogamae	3	2	4	0	1981	14274	14273	S
734	札	5	4	会意_Com_Ideographic	2	Ki_Kihen	85	1	2	8	1981	46167	23430	P
735	刷	8	4	会意_Com_Ideographic	2	Katana_Rittoo	32	1	1	1	1981	10406	9559	S
736	刹	8	7	会意_Com_Ideographic	0	Katana_Rittoo	32	2	1	0	2010	265	265	
737	拶	9	7	会意_Com_Ideographic	0	Tehen	89	1	1	0	2010	323	323	
738	殺	10	4	会意_Com_Ideographic	3	Rumata	6	3	8	8	1981	114950	114950	P
739	察	14	4	会意_Com_Ideographic	3	Ukanmuri	36	1	8	0	1981	98410	88079	P
740	撮	15	7	形声_Phonetic	1	Tehen	89	1	4	1	1981	28791	28791	
741	擦	17	7	形声_Phonetic	1	Tehen	89	1	6	6	1981	2905	2905	
742	雑	14	5	形声_Phonetic	3	Furutori	9	2	2	0	1981	35155	34932	R
743	皿	5	3	象形_Pictographic	2	Sara	8	0	0	3	1981	5278	5210	P
744	三	3	1	指事_Ideographic	5	Ichi	14	1	1	1	1981	304749	151259	R
745	山	3	1	象形_Pictographic	5	Yama_Yamahen	16	1	2	15	1981	498242	90473	R
746	参	8	4	会意_Com_Ideographic	3	Mu	2	1	4	9	1981	210543	148993	R
747	桟	10	7	形声_Phonetic	1	Ki_Kihen	85	1	7	0	1981	902	801	
748	蚕	10	6	形声_Phonetic	1	Mushi_Mushihen	10	1	1	1	1981	377	373	S
749	惨	11	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	2	3	3	1981	7809	7809	R
750	産	11	4	会意_Com_Ideographic	3	Umareru	2	1	5	7	1981	255196	207564	P
751	傘	12	7	象形_Pictographic	1	Hito_Ninben_Hitoyane	104	1	2	2	1981	9416	9409	S
752	散	12	4	会意_Com_Ideographic	3	Nobun	16	1	7	21	1981	44313	44295	S
753	算	14	2	会意_Com_Ideographic	2	Take_Takekanmuri	24	1	6	0	1981	132770	132406	P
754	酸	14	5	形声_Phonetic	1	Tori_Torihen	14	1	2	3	1981	19131	19077	S
755	賛	15	5	会意_Com_Ideographic	3	Kai_Kaihen	35	1	3	0	1981	35559	35550	S
756	残	10	4	形声_Phonetic	3	Kabanehen	5	1	2	12	1981	125250	125241	R
757	斬	11	7	会意_Com_Ideographic	0	Kin_Onozukuri	5	1	1	2	2010	2237	2237	
758	暫	15	7	形声_Phonetic	1	Nichi_Nichihen	38	1	3	0	1981	13843	13843	
759	士	3	4	象形_Pictographic	1	Samurai	5	1	4	0	1981	143794	101506	P
760	子	3	1	象形_Pictographic	5	Ko_Kohen	9	2	8	3	1981	787533	505793	P
761	支	4	5	会意_Com_Ideographic	3	Shi	1	1	1	8	1981	288791	288712	R
762	止	4	2	象形_Pictographic	4	Tomeru	6	1	12	19	1981	189270	189165	P
763	氏	4	4	象形_Pictographic	1	Uji	2	1	3	4	1981	355926	353478	S
764	仕	5	3	形声_Phonetic	4	Hito_Ninben_Hitoyane	104	2	2	2	1981	102116	102023	R
765	史	5	4	会意_Com_Ideographic	2	Kuchi_Kuchihen	70	1	4	0	1981	99763	78830	S
766	司	5	4	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	2	0	1981	85831	39398	S
767	四	5	1	指事_Ideographic	5	Kunigamae	12	1	1	1	1981	101707	81851	R
768	市	5	2	象形_Pictographic	3	Haba_Kinben	17	1	3	2	1981	658374	627813	R
769	矢	5	2	象形_Pictographic	1	Ya_Yahen	4	1	1	1	1981	21829	6392	S
770	旨	6	7	会意_Com_Ideographic	1	Nichi_Nichihen	38	1	2	5	1981	13109	13108	P
771	死	6	3	会意_Com_Ideographic	4	Kabanehen	5	1	1	1	1981	236326	236271	S
772	糸	6	1	会意_Com_Ideographic	2	Ito_Itohen	63	1	2	5	1981	8069	4975	S
773	至	6	6	会意_Com_Ideographic	1	Itaru	2	1	8	8	1981	21492	20648	R
774	伺	7	7	形声_Phonetic	2	Hito_Ninben_Hitoyane	104	1	7	7	1981	451	451	
775	志	7	5	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	12	16	1981	68688	29164	S
776	私	7	6	会意_Com_Ideographic	4	Nogi_Nogihen	23	1	2	3	1981	171763	171647	R
777	使	8	3	形声_Phonetic	4	Hito_Ninben_Hitoyane	104	1	2	12	1981	207502	207147	S
778	刺	8	7	形声_Phonetic	2	Katana_Rittoo	32	1	1	13	1981	27609	26973	S
779	始	8	3	形声_Phonetic	4	Onna_Onnahen	36	1	1	14	1981	175926	175199	S
780	姉	8	2	形声_Phonetic	4	Onna_Onnahen	36	1	1	1	1981	12481	10820	S
781	枝	8	5	形声_Phonetic	2	Ki_Kihen	85	1	4	4	1981	17014	4858	S
782	祉	8	7	形声_Phonetic	1	Shimesu_Shimesuhen	15	1	1	0	1981	20199	18141	
783	肢	8	7	形声_Phonetic	1	Niku_Nikuzuki	44	1	2	0	1981	6503	6503	S
784	姿	9	6	形声_Phonetic	1	Onna_Onnahen	36	1	9	9	1981	92831	92823	S
785	思	9	2	形声_Phonetic	4	Kokoro_Risshinben_Shitagokoro	76	1	21	21	1981	320430	320338	R
786	指	9	3	形声_Phonetic	3	Tehen	89	1	1	24	1981	314148	313454	R
787	施	9	7	形声_Phonetic	1	Hoo_Hoohen	6	2	6	6	1981	143819	140848	R
788	師	10	5	会意_Com_Ideographic	3	Haba_Kinben	17	1	5	0	1981	93148	90690	P
789	恣	10	7	形声_Phonetic	0	Kokoro_Risshinben_Shitagokoro	76	1	4	0	2010	555	555	
790	紙	10	2	形声_Phonetic	4	Ito_Itohen	63	1	1	1	1981	80522	75301	P
791	脂	10	7	形声_Phonetic	2	Niku_Nikuzuki	44	1	2	6	1981	8175	8054	S
792	視	11	6	形声_Phonetic	1	Miru	7	1	1	0	1981	136691	114421	P
793	紫	12	7	形声_Phonetic	1	Ito_Itohen	63	1	2	3	1981	6653	3589	S
794	詞	12	6	形声_Phonetic	2	Gon_Gonben	68	1	2	0	1981	6812	6812	P
795	歯	12	3	形声_Phonetic	3	Ha_Hahen	2	1	2	3	1981	23542	20784	S
796	嗣	13	7	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	1	0	1981	2603	1750	S
797	試	13	4	形声_Phonetic	4	Gon_Gonben	68	1	1	5	1981	168464	167576	R
798	詩	13	3	形声_Phonetic	1	Gon_Gonben	68	1	2	0	1981	21247	20800	R
799	資	13	5	形声_Phonetic	3	Kai_Kaihen	35	1	8	0	1981	225264	221680	S
800	飼	13	5	形声_Phonetic	1	Shoku_Shokuhen	12	1	1	3	1981	13044	11212	R
801	誌	14	6	形声_Phonetic	2	Gon_Gonben	68	1	3	0	1981	30702	30683	P
802	雌	14	7	形声_Phonetic	1	Furutori	9	1	1	1	1981	1553	1526	R
803	摯	15	7	形声_Phonetic	0	Tehen	89	1	2	0	2010	1896	1896	
804	賜	15	7	形声_Phonetic	1	Kai_Kaihen	35	1	5	5	1981	1110	984	S
805	諮	16	7	形声_Phonetic	1	Gon_Gonben	68	1	1	1	1981	11985	11985	
806	示	5	5	象形_Pictographic	3	Shimesu_Shimesuhen	15	2	1	7	1981	338806	338792	P
807	字	6	1	会意_Com_Ideographic	4	Ko_Kohen	9	1	4	1	1981	108230	103301	P
808	寺	6	2	形声_Phonetic	2	Sun	12	1	1	1	1981	41334	9434	S
809	次	6	3	象形_Pictographic	3	Akubi	8	2	5	5	1981	230245	213903	S
810	耳	6	1	象形_Pictographic	3	Mimi_Mimihen	5	1	1	6	1981	13234	13189	S
811	自	6	2	象形_Pictographic	4	Mizukara	2	2	1	2	1981	810019	621663	R
812	似	7	5	形声_Phonetic	3	Hito_Ninben_Hitoyane	104	1	1	1	1981	17632	17428	P
813	児	7	4	象形_Pictographic	2	Hitoashi	9	2	1	0	1981	92950	75131	P
814	事	8	3	会意_Com_Ideographic	4	Haneboo	3	2	2	7	1981	934182	925136	P
815	侍	8	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	2	2	1981	1356	1167	S
816	治	8	4	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	2	13	31	1981	292395	228836	S
817	持	9	3	形声_Phonetic	4	Tehen	89	1	4	11	1981	323708	322666	S
818	時	10	2	形声_Phonetic	5	Nichi_Nichihen	38	1	4	8	1981	835363	829845	S
819	滋	12	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	4	0	1981	11728	299	
820	慈	13	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	3	3	1981	4142	2740	R
821	辞	13	4	会意_Com_Ideographic	3	Karai	3	1	5	1	1981	50717	50327	S
822	磁	14	6	形声_Phonetic	1	Ishi_Ishihen	16	1	2	0	1981	4153	4144	S
823	餌	15	7	形声_Phonetic	0	Shoku_Shokuhen	12	1	1	5	2010	2336	2336	
824	璽	19	7	形声_Phonetic	0	Tama_Oo	15	1	1	0	1981	133	133	
825	鹿	11	7	象形_Pictographic	1	Shika	3	0	0	1	2010	39387	2577	S
826	式	6	3	会意_Com_Ideographic	3	Shikigamae	2	1	14	0	1981	159193	158236	P
827	識	19	5	形声_Phonetic	3	Gon_Gonben	68	1	3	0	1981	91776	91684	P
828	軸	12	7	形声_Phonetic	1	Kuruma_Kurumahen	15	1	9	0	1981	15371	15355	P
829	七	2	1	仮借_Loan	5	Ichi	14	1	1	1	1981	55012	51124	R
830	叱	5	7	形声_Phonetic	0	Kuchi_Kuchihen	70	1	2	2	2010	919	919	
831	失	5	4	象形_Pictographic	3	Dai	16	1	5	2	1981	123666	123666	R
832	室	9	2	会意_Com_Ideographic	4	Ukanmuri	36	1	4	3	1981	98639	88857	P
833	疾	10	7	会意_Com_Ideographic	1	Yamaidare	15	1	2	0	1981	6525	6522	S
834	執	11	7	会意_Com_Ideographic	1	Tsuchi_Tsuchihen	50	2	41	41	1981	34802	34796	S
835	湿	12	7	会意_Com_Ideographic	2	Mizu_Sanzui_Shitamizu	118	1	3	6	1981	5283	5194	S
836	嫉	13	7	形声_Phonetic	0	Onna_Onnahen	36	1	2	0	2010	464	464	
837	漆	14	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	2179	1364	
838	質	15	5	会意_Com_Ideographic	4	Kai_Kaihen	35	3	8	0	1981	112708	112140	P
839	実	8	3	会意_Com_Ideographic	3	Ukanmuri	36	1	8	10	1981	436044	423855	R
840	芝	6	7	形声_Phonetic	1	Kusakanmuri	47	0	0	3	1981	24138	10505	
841	写	5	3	会意_Com_Ideographic	4	Wakanmuri	4	1	3	11	1981	261896	261182	P
842	社	7	2	形声_Phonetic	4	Shimesu_Shimesuhen	15	1	5	1	1981	720650	629446	S
843	車	7	1	象形_Pictographic	5	Kuruma_Kurumahen	15	1	2	10	1981	222210	198192	P
844	舎	8	5	会意_Com_Ideographic	1	Hito_Ninben_Hitoyane	104	1	4	0	1981	16572	15025	P
845	者	8	3	会意_Com_Ideographic	4	Oikanmuri	3	1	2	2	1981	966424	965848	P
